city,country,city_id,date,latitude,longitude,cloudiness,description,temperature,feels_like,temp_min,temp_max,humidity,visbility,windspeed
Tarabuco,BO,3903391,1648790292,-19.1667,-64.9167,100,overcast clouds,41.16,38.7,41.16,41.16,76,10000,3.96
Waddān,LY,2209055,1648790293,29.1614,16.139,100,overcast clouds,67.24,65.41,67.24,67.24,37,10000,8.16
Carbondale,US,4235193,1648789954,37.7273,-89.2168,100,overcast clouds,38.53,33.42,37.69,39.2,81,10000,6.91
Anadyr,RU,2127202,1648790293,64.75,177.4833,100,light shower snow,21.0,12.49,21.0,21.7,79,6000,6.71
Tazmalt,DZ,2477537,1648790293,36.3868,4.3989,44,scattered clouds,48.07,44.87,48.07,48.07,83,10000,6.98
Pato Branco,BR,3454818,1648790294,-26.2286,-52.6706,85,overcast clouds,53.44,51.82,53.44,53.44,71,10000,3.96
Canavieiras,BR,3467577,1648790294,-15.675,-38.9472,9,clear sky,74.93,76.06,74.93,74.93,84,10000,1.72
Valle d'Aosta,IT,3182996,1648790295,45.7667,7.4167,87,overcast clouds,27.63,21.51,22.62,31.84,54,10000,5.46
Ferrol,ES,3123493,1648790295,43.4832,-8.2369,15,few clouds,41.65,35.46,35.58,46.67,67,10000,10.56
La Libertad,EC,3655131,1648790296,-2.2333,-80.9,100,overcast clouds,75.9,77.14,75.9,75.9,84,10000,5.17
Tarko-Sale,RU,1490085,1648790296,64.9225,77.785,100,overcast clouds,16.88,4.28,16.88,16.88,86,10000,19.44
Yanam,IN,1252795,1648790296,16.7333,82.2167,76,broken clouds,94.33,101.12,94.33,94.33,46,10000,7.65
Sebastian,US,4130449,1648790077,35.1668,-94.2669,1,clear sky,37.18,37.18,30.9,38.08,81,10000,0.69
Tarakan,ID,1624725,1648790297,3.3,117.6333,40,scattered clouds,83.7,92.8,83.7,83.7,79,10000,5.75
Tutóia,BR,3385899,1648790300,-2.7619,-42.2744,100,overcast clouds,75.63,77.13,75.63,75.63,90,7203,2.26
Buchanan,LR,2278158,1648790301,5.8808,-10.0467,49,scattered clouds,79.03,79.03,79.03,79.03,89,10000,4.29
Chernyshevskiy,RU,2025456,1648790301,63.0128,112.4714,84,broken clouds,27.54,15.46,27.54,27.54,83,10000,16.06
Barpathār,IN,1276869,1648790302,26.3,93.8667,56,broken clouds,77.45,77.2,77.45,77.45,49,10000,5.82
Banjar,ID,1650232,1648790302,-8.19,114.9675,39,heavy intensity rain,84.38,94.64,84.38,84.38,79,10000,3.33
Araguaína,BR,3407357,1648790302,-7.1911,-48.2072,99,overcast clouds,71.47,72.84,71.47,71.47,96,10000,3.42
Novo Aripuanã,BR,3663142,1648790303,-5.1206,-60.3797,88,overcast clouds,71.62,73.13,71.62,71.62,99,10000,2.24
Santa Vitória do Palmar,BR,3449747,1648790303,-33.5189,-53.3681,81,broken clouds,54.99,53.8,54.99,54.99,77,10000,5.44
Lugus,PH,1705300,1648790304,5.7036,120.8203,18,moderate rain,83.61,91.54,83.61,83.61,76,10000,10.96
Lukovetskiy,RU,533418,1648790304,64.2956,41.9211,95,overcast clouds,18.63,10.04,18.63,18.63,94,5051,6.26
Westerland,DE,2810284,1648790304,54.9079,8.3033,40,scattered clouds,33.48,22.73,30.94,33.82,75,10000,17.27
Manokwari,ID,1636308,1648790305,-0.8667,134.0833,98,overcast clouds,82.18,87.73,82.18,82.18,74,10000,1.28
Coruripe,BR,3465329,1648790305,-10.1256,-36.1756,100,overcast clouds,76.42,77.72,76.42,76.42,84,10000,2.51
Yaan,NG,2338660,1648790305,7.3833,8.5667,77,broken clouds,79.36,79.36,79.36,79.36,72,10000,6.67
San Cristobal,VE,3628473,1648790306,7.7669,-72.225,82,broken clouds,66.38,66.24,66.38,66.38,75,10000,1.63
Maţāy,EG,352628,1648790306,28.419,30.7792,100,overcast clouds,67.8,65.32,67.8,67.8,22,10000,5.21
Asău,RO,686090,1648790307,46.4333,26.4,77,broken clouds,49.12,47.97,49.12,49.28,80,10000,3.85
North Bend,US,5742974,1648790307,43.4065,-124.2243,0,clear sky,44.8,40.96,41.92,47.86,93,10000,6.91
Sol'-Iletsk,RU,491019,1648790307,51.1631,54.9918,40,scattered clouds,45.61,39.43,45.61,45.61,74,10000,13.53
Baharly,TM,162158,1648790308,38.4362,57.4316,95,overcast clouds,65.93,63.82,65.93,65.93,34,10000,1.83
Velizh,RU,475955,1648790308,55.6056,31.1967,100,overcast clouds,25.65,16.29,25.65,25.65,83,10000,9.26
Kaeo,NZ,2189343,1648789813,-35.1,173.7833,100,overcast clouds,74.32,75.16,74.32,74.32,79,10000,3.11
Zyryanka,RU,2119283,1648790309,65.75,150.85,98,overcast clouds,7.36,-4.79,7.36,7.36,81,10000,7.61
Beira,MZ,1052373,1648790309,-19.8436,34.8389,20,few clouds,75.29,77.22,75.29,75.29,100,10000,4.61
Melville,US,5126555,1648790310,40.7934,-73.4151,100,mist,54.45,53.58,49.55,60.35,85,2414,19.57
Hakui,JP,1863341,1648790310,36.8833,136.7833,99,overcast clouds,50.4,47.01,48.72,51.26,40,10000,10.6
Hailey,US,5594956,1648790311,43.5196,-114.3153,0,clear sky,37.96,29.21,30.99,39.06,39,10000,15.01
Bang Saphan,TH,1157662,1648790311,11.2126,99.5117,97,overcast clouds,90.19,96.89,90.19,90.19,54,10000,7.9
Maketu,NZ,2187908,1648790312,-37.7667,176.45,100,overcast clouds,72.5,73.08,71.06,73.62,77,10000,3.11
Carutapera,BR,3402648,1648790312,-1.195,-46.02,97,overcast clouds,73.38,74.89,73.38,73.38,95,10000,0.96
Nortelândia,BR,3456248,1648790312,-14.4547,-56.8028,100,light rain,60.8,60.85,60.8,60.8,91,10000,4.74
Tucupita,VE,3625929,1648790313,9.0622,-62.051,84,broken clouds,70.54,71.91,70.54,70.54,98,10000,3.33
Kiunga,PG,2093846,1648790313,-6.1219,141.2906,86,overcast clouds,86.43,92.32,86.43,86.43,61,10000,3.58
Chicama,PE,3698359,1648790313,-7.8447,-79.1469,88,overcast clouds,64.94,64.99,64.94,64.94,82,10000,3.91
George Town,MY,1735106,1648790314,5.4112,100.3354,40,scattered clouds,87.85,100.45,87.75,89.53,73,10000,9.22
Slave Lake,CA,6149374,1648790118,55.2834,-114.769,20,few clouds,31.98,24.8,31.98,31.98,93,10000,8.05
Luanda,AO,2240449,1648790314,-8.8368,13.2343,98,overcast clouds,77.0,78.64,77.0,77.0,90,10000,6.76
Lavrentiya,RU,4031637,1648790315,65.5833,-171.0,100,light snow,18.88,8.08,18.88,18.88,93,2756,9.08
Vrangel',RU,2013258,1648790315,42.7297,133.0839,10,clear sky,40.32,32.65,40.32,40.32,46,10000,13.71
Waipawa,NZ,2206874,1648789799,-41.4122,175.5153,100,overcast clouds,57.4,57.45,57.4,57.4,98,2992,7.45
Flin Flon,CA,5954718,1648790316,54.7682,-101.865,100,light snow,27.86,18.84,27.86,27.86,97,148,9.57
Seybaplaya,MX,3516685,1648790316,19.65,-90.6667,75,broken clouds,79.45,79.45,79.45,79.45,78,10000,7.18
Manjeshwar,IN,1263780,1648790316,12.7194,74.8861,97,overcast clouds,85.15,90.18,85.15,85.15,62,10000,5.82
Bāglung,NP,1283711,1648790317,28.2719,83.5898,6,clear sky,82.69,81.68,82.69,82.69,37,10000,6.76
Mitú,CO,3674676,1648790169,1.1983,-70.1733,99,overcast clouds,72.5,73.87,72.5,72.5,94,10000,2.04
Harpanahalli,IN,1270287,1648790317,14.8,75.9833,34,scattered clouds,90.03,86.72,90.03,90.03,23,10000,7.99
Nome,US,5870133,1648790318,64.5011,-165.4064,100,overcast clouds,30.27,22.01,30.11,30.27,74,10000,9.22
La Santisima Trinidad,BO,3902377,1648790318,-14.8333,-64.9,100,overcast clouds,58.77,57.22,58.77,58.77,61,10000,5.95
Santa María del Oro,MX,3984078,1648790319,25.9333,-105.3667,93,overcast clouds,55.76,51.98,55.76,55.76,20,10000,3.15
St. George's,GD,3579925,1648790319,12.0564,-61.7485,40,scattered clouds,78.48,79.68,78.48,78.48,78,10000,18.41
Lucapa,AO,145724,1648790319,-8.4192,20.7447,100,overcast clouds,66.4,67.1,66.4,66.4,93,10000,3.0
Lorengau,PG,2092164,1648789826,-2.0226,147.2712,72,broken clouds,83.75,91.89,83.75,83.75,76,10000,18.54
San Andrés,CO,3670218,1648790320,12.5847,-81.7006,40,scattered clouds,80.62,85.24,80.62,80.62,78,10000,9.22
Szentgotthárd,HU,3044669,1648790320,46.9526,16.2736,100,overcast clouds,43.5,41.94,43.5,43.5,93,10000,3.38
Lerwick,GB,2644605,1648790243,60.1545,-1.1494,29,scattered clouds,32.0,24.26,32.0,32.0,59,10000,8.99
Dhemāji,IN,1272783,1648790324,27.4833,94.5833,95,overcast clouds,73.47,73.62,73.47,73.47,66,10000,4.99
Mehamn,NO,778707,1648790324,71.0357,27.8492,100,light snow,28.31,20.93,28.31,28.31,73,9041,7.16
Pastavy,BY,623760,1648790325,55.1168,26.8326,100,overcast clouds,27.99,17.31,27.99,27.99,56,10000,12.91
Boddam,GB,2655288,1648790243,57.4667,-1.7833,45,light snow,32.74,22.17,32.65,34.18,74,10000,16.04
Capelinha,BR,3467305,1648790325,-17.6914,-42.5158,6,clear sky,61.52,61.41,61.52,61.52,86,10000,2.04
Povenets,RU,505820,1648790325,62.8487,34.8262,83,broken clouds,9.23,9.23,9.23,9.23,96,10000,0.74
Los Llanos de Aridane,ES,2514651,1648789759,28.6585,-17.9182,100,overcast clouds,56.12,55.56,56.12,60.55,88,10000,9.22
Starachowice,PL,758390,1648790072,51.0374,21.0713,100,snow,32.76,22.51,29.39,34.45,98,119,15.1
Rohnert Park,US,5388564,1648790191,38.3396,-122.7011,100,overcast clouds,50.34,48.83,46.26,55.69,80,10000,1.01
Kantunilkín,MX,3822702,1648790326,21.0917,-87.45,7,clear sky,76.75,78.26,76.75,76.75,88,10000,7.27
Sittwe,MM,1295765,1648790327,20.15,92.9,49,scattered clouds,84.51,90.23,84.51,84.51,66,10000,8.99
Bugene,TZ,161022,1648790327,-1.5911,31.1403,45,scattered clouds,60.26,60.22,60.26,60.26,90,10000,2.26
Chumikan,RU,2025256,1648790327,54.7183,135.315,67,broken clouds,29.07,18.27,29.07,29.07,62,10000,13.89
Siocon,PH,1686123,1648790328,7.7061,122.1353,73,broken clouds,85.5,94.68,85.5,85.5,72,10000,8.3
Isoka,ZM,916668,1648790328,-10.1606,32.6335,100,light rain,62.08,62.6,62.08,62.08,98,10000,1.52
Kirensk,RU,2022083,1648790328,57.7853,108.1119,100,overcast clouds,37.17,29.03,37.17,37.17,91,10000,12.66
Miraflores,MX,3761194,1648790329,19.2167,-98.8083,4,clear sky,68.41,66.13,67.87,70.03,25,10000,3.22
Pīpār,IN,1259608,1648790329,26.3856,73.5378,0,clear sky,93.2,88.68,93.2,93.2,6,10000,2.59
Grafton,US,4938048,1648790116,42.207,-71.6856,100,moderate rain,56.44,55.89,54.81,59.07,87,10000,17.27
Turbat,PK,1163054,1648790330,26.0023,63.044,0,clear sky,91.53,87.53,91.53,91.53,3,10000,15.26
Nikel,RU,522260,1648790330,69.4128,30.222,100,overcast clouds,17.78,9.46,17.78,17.78,98,7367,5.84
Sechura,PE,3691954,1648790331,-5.5569,-80.8222,89,overcast clouds,71.37,71.92,71.37,71.37,79,10000,12.35
Ibrā’,OM,287832,1648790331,22.6906,58.5334,0,clear sky,87.35,84.02,87.35,87.35,21,10000,3.06
Grants Pass,US,5729080,1648790287,42.439,-123.3284,0,clear sky,44.83,40.44,42.55,48.79,66,10000,8.05
Gwadar,PK,1177446,1648790332,25.1216,62.3254,0,clear sky,83.86,82.33,83.86,83.86,34,10000,5.08
Mlonggo,ID,1635164,1648790332,-6.5333,110.7,100,overcast clouds,81.64,86.59,81.64,81.64,74,10000,3.04
Tahe,CN,2034615,1648790332,52.3333,124.7333,21,few clouds,39.22,35.11,39.22,39.22,40,10000,5.59
Peleduy,RU,2018069,1648790333,59.6289,112.7406,100,light rain,35.98,26.55,35.98,35.98,93,2785,15.41
Storforshei,NO,3145614,1648790333,66.4043,14.5233,0,clear sky,6.58,6.58,6.58,9.66,78,10000,1.14
Kletnya,RU,547681,1648790333,53.3897,33.2171,100,light snow,32.74,23.56,32.74,32.74,97,159,12.35
Mineiros,BR,3457147,1648790334,-17.5694,-52.5511,83,broken clouds,66.09,66.96,66.09,66.09,97,7237,5.46
Riyadh,SA,108410,1648789825,24.6877,46.7219,0,clear sky,77.14,74.98,77.14,77.14,9,10000,3.31
Caravelas,BR,3466980,1648790334,-17.7125,-39.2481,2,clear sky,74.98,76.32,74.98,74.98,88,10000,3.31
São Miguel do Araguaia,BR,3448455,1648790335,-13.275,-50.1628,41,scattered clouds,71.85,73.06,71.85,71.85,92,10000,3.47
Saint-Louis,SN,2246451,1648790335,16.3333,-15.0,0,clear sky,77.95,76.3,77.95,77.95,18,10000,9.44
Lago da Pedra,BR,3396601,1648790335,-4.3333,-45.1667,100,light rain,72.72,74.3,72.72,72.72,98,10000,3.47
Coahuayana Viejo,MX,4013679,1648790336,18.7333,-103.6833,67,broken clouds,65.62,65.79,65.62,65.62,83,10000,3.13
Tomatlán,MX,3981391,1648790336,19.9333,-105.25,44,scattered clouds,62.13,61.99,62.13,62.13,84,10000,2.1
Vanimo,PG,2084442,1648790337,-2.6741,141.3028,100,overcast clouds,82.85,90.03,82.85,82.85,77,10000,6.22
Nizhnekamsk,RU,521118,1648790337,55.6366,51.8245,100,overcast clouds,28.65,17.94,28.65,29.19,100,6000,13.42
Nohar,IN,1261234,1648790338,29.1833,74.7667,0,clear sky,92.53,88.12,92.53,92.53,6,10000,6.93
Sebeta,ET,329114,1648790338,8.9167,38.6167,23,few clouds,61.36,58.6,61.36,61.36,30,10000,5.5
Tiznit Province,MA,2527087,1648790338,29.5833,-9.5,2,clear sky,53.37,52.36,53.37,53.37,84,10000,1.16
Murray Bridge,AU,2065176,1648790339,-35.1167,139.2667,0,clear sky,73.13,71.37,73.13,74.82,26,10000,13.29
Hudson Bay,CA,5978133,1648790339,52.85,-102.3842,100,overcast clouds,34.45,27.16,34.45,34.45,90,10000,9.22
Bonoua,CI,2291087,1648790339,5.2741,-3.595,85,overcast clouds,83.82,96.42,83.82,83.82,92,10000,5.01
Kushima,JP,1895695,1648790340,31.4583,131.2333,79,broken clouds,58.44,56.19,58.44,58.44,47,10000,19.22
Abū Zabad,SD,380348,1648790340,12.35,29.25,4,clear sky,77.81,76.05,77.81,77.81,16,10000,7.94
Xining,CN,1788852,1648790341,36.6167,101.7667,80,broken clouds,44.19,40.19,44.19,44.19,39,10000,7.0
Grootfontein,NA,3357114,1648790341,-19.5667,18.1167,74,broken clouds,64.71,64.96,64.71,64.71,87,10000,3.51
Hanstholm,DK,2620786,1648790341,57.1167,8.6167,4,clear sky,30.61,19.94,30.61,30.61,55,10000,14.67
Arman',RU,2127060,1648790342,59.7,150.1667,83,broken clouds,25.02,15.42,25.02,25.02,59,10000,9.42
Ahome,MX,4019098,1648790342,25.9167,-109.1833,8,clear sky,64.6,62.87,64.6,64.6,45,10000,2.66
Lipari,IT,2524379,1648790343,38.4674,14.954,27,scattered clouds,55.0,54.01,53.11,56.32,81,10000,15.05
Sun Valley,US,5513307,1648790343,39.5963,-119.776,0,clear sky,43.5,38.82,38.52,48.58,36,10000,8.05
Saint-Augustin,CA,6137462,1648789809,51.226,-58.6502,30,scattered clouds,15.8,5.92,15.8,15.8,95,10000,7.07
Mayna,RU,528278,1648790344,54.1135,47.6231,100,light snow,32.56,32.56,32.56,32.56,100,100,1.72
Rūdbār,AF,1128239,1648790347,30.15,62.6,0,clear sky,77.79,75.6,77.79,77.79,7,10000,3.67
Bismarck,US,5688025,1648790311,46.8083,-100.7837,0,clear sky,35.58,29.88,33.64,40.8,65,10000,6.91
Falam,MM,1326105,1648790348,22.9167,93.6833,6,clear sky,82.6,80.47,82.6,82.6,24,10000,3.38
Halifax,CA,6324729,1648790051,44.6453,-63.5724,100,overcast clouds,39.76,39.76,39.34,41.22,96,62,1.01
Kedrovyy,RU,1538641,1648790348,56.1667,91.8167,100,overcast clouds,46.87,40.19,46.81,46.87,66,10000,16.78
Ascension,US,4315067,1648790348,30.2169,-90.9001,0,clear sky,53.91,52.81,50.07,60.03,81,10000,0.0
Ilhabela,BR,3461425,1648790349,-23.7781,-45.3581,100,overcast clouds,72.0,73.22,72.0,72.0,92,1860,10.18
North Creek,US,5804953,1648790349,47.8195,-122.1762,100,overcast clouds,44.46,41.99,41.25,47.75,79,10000,4.61
Artvin Province,TR,751816,1648790350,41.1667,41.8333,67,broken clouds,46.53,43.14,46.53,46.53,67,10000,6.71
Bonavista,CA,5905393,1648790350,48.6499,-53.1147,92,overcast clouds,30.15,17.89,30.15,30.15,87,10000,18.9
Kovdor,RU,543508,1648790350,67.5662,30.4758,94,overcast clouds,15.35,15.35,15.35,15.35,90,10000,2.73
Ober-Ramstadt,DE,2859380,1648790351,49.8336,8.7519,100,overcast clouds,36.7,31.68,34.32,38.84,87,40,6.22
Chhatarpur,IN,1274337,1648790102,24.9,79.6,0,clear sky,99.86,94.23,99.86,99.86,7,10000,7.99
Morón,AR,3430545,1648790351,-34.6534,-58.6198,0,clear sky,50.02,48.29,42.8,55.15,76,10000,2.64
Ōhara,JP,2111495,1648790352,35.25,140.3833,100,overcast clouds,48.6,42.71,48.6,48.6,52,10000,15.59
Laurinburg,US,4475347,1648790352,34.7741,-79.4628,0,clear sky,65.82,66.24,61.83,67.96,88,10000,11.5
Manacapuru,BR,3663529,1648790353,-3.2997,-60.6206,92,overcast clouds,73.33,74.88,73.33,73.33,96,10000,4.99
Colesberg,ZA,1013076,1648790353,-30.72,25.0972,33,scattered clouds,58.19,57.56,58.19,58.19,82,10000,3.06
Batagay,RU,2027044,1648790354,67.6333,134.6333,76,broken clouds,10.02,-0.65,10.02,10.02,81,10000,6.67
Saurimo,AO,145531,1648790354,-9.6608,20.3916,100,overcast clouds,65.48,66.29,65.48,65.48,97,10000,3.85
Piney Green,US,4485355,1648790354,34.716,-77.3202,100,overcast clouds,68.95,69.93,64.89,71.53,93,10000,11.5
Conde,BR,3385077,1648790355,-7.2597,-34.9075,20,few clouds,74.66,76.24,74.66,74.66,94,10000,4.61
Nador,MA,2541479,1648790355,35.174,-2.9287,40,scattered clouds,59.25,58.5,55.47,59.25,77,10000,17.27
Dārāb,IR,137956,1648790356,28.7519,54.5444,0,clear sky,77.23,75.31,77.23,77.23,14,10000,3.6
Vikhorevka,RU,2013399,1648790356,56.1201,101.1636,100,overcast clouds,40.59,34.21,40.24,40.59,74,10000,10.36
Bumba,CD,217745,1648790356,2.1833,22.4667,96,overcast clouds,74.3,75.0,74.3,74.3,76,10000,3.27
Barie,FR,3034930,1648790357,44.5725,-0.1104,47,scattered clouds,33.78,25.86,33.49,35.01,78,10000,10.13
Deputatsky,RU,2028164,1648789760,69.3,139.9,18,few clouds,2.7,-4.4,2.7,2.7,88,10000,3.27
Darhan,MN,2031964,1648790357,49.4867,105.9228,3,clear sky,46.44,42.94,46.44,46.44,26,10000,6.91
Huizhou,CN,1806776,1648790358,23.0833,114.4,100,overcast clouds,65.32,64.83,65.32,65.32,70,10000,14.74
Mogocha,RU,2019912,1648790358,53.7333,119.7667,13,few clouds,37.63,32.34,37.63,37.63,50,10000,6.91
Kampong Chhnang,KH,1831166,1648790359,12.1667,104.55,96,overcast clouds,89.13,95.67,89.13,89.13,56,10000,1.83
Fethiye,TR,314967,1648790359,36.6217,29.1164,44,scattered clouds,48.07,48.07,48.07,48.07,40,10000,2.68
Palauig,PH,1696188,1648790359,15.435,119.9045,90,overcast clouds,88.36,95.45,88.36,88.36,59,10000,11.48
Ennis,IE,2964405,1648790360,52.8436,-8.9864,20,few clouds,28.33,28.33,28.33,28.33,93,10000,1.14
Whitehorse,CA,6180550,1648790360,60.7161,-135.0538,20,few clouds,30.97,30.97,25.11,30.97,51,10000,2.3
Auki,SB,2109701,1648790361,-8.7676,160.7034,100,moderate rain,77.18,78.96,77.18,77.18,93,2762,4.47
Steamboat Springs,US,5582371,1648790348,40.485,-106.8317,100,overcast clouds,34.2,28.15,32.56,38.93,94,10000,7.0
San Cristóbal Verapaz,GT,3590316,1648790361,15.3833,-90.4,24,few clouds,63.73,63.48,63.73,63.73,78,10000,2.59
San Jerónimo,PE,3929611,1648790362,-11.9472,-75.2829,100,overcast clouds,49.91,49.91,49.91,49.91,86,10000,1.28
Bakaly,RU,579728,1648790362,55.1789,53.8028,100,light snow,29.28,22.44,29.28,29.28,97,217,6.71
Tarauacá,BR,3661980,1648790362,-8.1614,-70.7656,100,overcast clouds,72.97,74.62,72.97,72.97,99,7798,1.99
Angoram,PG,2100765,1648790363,-4.0625,144.0661,100,light rain,78.67,80.62,78.67,78.67,93,10000,2.66
Munkebo,DK,2616672,1648790363,55.4618,10.5558,100,overcast clouds,30.81,20.37,30.81,30.81,59,10000,14.2
Coari,BR,3664539,1648790363,-4.085,-63.1414,94,overcast clouds,73.4,75.0,73.4,73.4,97,10000,3.09
Iquique,CL,3887127,1648790364,-20.2208,-70.1431,2,clear sky,60.84,59.92,60.84,60.84,70,10000,1.5
Knyaze-Volkonskoye,RU,2021954,1648790364,48.4642,135.4567,95,overcast clouds,33.3,25.63,33.3,34.14,74,10000,9.42
Itoigawa,JP,1861285,1648790365,37.0333,137.85,100,overcast clouds,43.32,41.11,43.32,43.32,45,10000,4.05
Kalabo,ZM,915471,1648790365,-14.97,22.6814,42,scattered clouds,63.52,63.93,63.52,63.52,93,10000,4.79
Rio do Sul,BR,3451152,1648790366,-27.2142,-49.6431,96,overcast clouds,59.4,58.69,59.4,59.4,78,10000,1.03
Monrovia,LR,2274895,1648790221,6.3005,-10.7969,67,light rain,76.77,78.28,76.77,76.77,88,10000,5.19
Irbit,RU,1505526,1648790366,57.6705,63.071,100,overcast clouds,28.31,23.43,28.31,28.31,84,10000,4.34
Dalbandin,PK,1180729,1648790367,28.8947,64.4101,0,clear sky,76.59,74.14,76.59,76.59,4,10000,10.58
Marsá Maţrūḩ,EG,352733,1648790370,31.3525,27.2453,100,overcast clouds,64.8,63.0,64.8,64.8,43,10000,13.0
Esim,GH,2303611,1648790370,4.8699,-2.2405,73,broken clouds,79.66,79.66,79.66,79.66,86,10000,5.21
Aloleng,PH,1731298,1648790371,16.1307,119.7824,100,overcast clouds,87.62,94.33,87.62,87.62,60,10000,10.4
Sobreira,PT,2733902,1648790371,41.5237,-7.8023,41,scattered clouds,40.6,37.87,40.6,40.6,90,10000,4.16
Adrar,MR,2381972,1648790372,20.5022,-10.0711,44,scattered clouds,66.09,63.19,66.09,66.09,17,10000,10.6
Venado Tuerto,AR,3833062,1648790372,-33.7456,-61.9688,0,clear sky,50.77,48.24,50.77,50.77,57,10000,6.93
São Geraldo do Araguaia,BR,3388760,1648790373,-6.4006,-48.555,100,overcast clouds,71.71,73.18,71.71,71.71,98,10000,2.86
Aras,ES,3129839,1648790373,42.5617,-2.356,40,scattered clouds,34.14,26.78,32.72,34.23,70,10000,9.22
Christchurch,NZ,2192362,1648790280,-43.5333,172.6333,100,overcast clouds,57.61,56.79,53.47,57.94,79,10000,2.3
Katangli,RU,2122783,1648790374,51.7102,143.2326,61,broken clouds,27.75,16.97,27.75,27.75,60,10000,13.04
South Kazakhstan Region,KZ,1524787,1648790374,43.0,68.0,100,overcast clouds,61.45,58.8,61.45,61.45,32,10000,3.29
Promyshlennaya,RU,1494091,1648790375,54.9159,85.6385,100,overcast clouds,39.56,31.69,39.56,40.15,91,10000,13.71
Qandala,SO,53157,1648790375,11.472,49.8728,0,clear sky,84.27,86.16,84.27,84.27,53,10000,4.61
Palaia Fokaia,GR,256173,1648790375,37.72,23.9463,65,broken clouds,62.6,62.19,59.85,63.81,77,10000,19.15
Fairview,US,5097801,1648790119,40.8126,-73.999,100,overcast clouds,58.1,57.7,52.23,61.38,87,10000,10.36
Timmins,CA,6166739,1648790251,48.4669,-81.3331,100,overcast clouds,21.02,8.42,21.02,21.02,93,10000,13.8
Sinjai,ID,1626895,1648790376,-5.1241,120.253,92,overcast clouds,85.95,94.51,85.95,85.95,69,10000,3.58
Katsina,NG,2334802,1648790376,12.9894,7.6006,8,clear sky,73.69,71.19,73.69,73.69,9,10000,7.14
Ust'-Kulom,RU,478050,1648790377,61.6864,53.6902,99,light snow,22.77,13.78,22.77,22.77,90,8718,7.76
Cilegon,ID,1627549,1648790377,-6.0174,106.0538,96,overcast clouds,86.41,93.88,86.41,86.41,65,10000,10.8
Ipixuna,BR,3408424,1648790378,-1.7625,-48.8043,100,moderate rain,73.09,74.75,73.09,73.09,99,10000,1.32
Kushmurun,KZ,1519924,1648790378,52.4503,64.6311,72,broken clouds,34.93,26.65,34.93,34.93,97,10000,11.56
Colares,PT,2269142,1648790379,38.7992,-9.4469,9,clear sky,53.51,52.0,50.99,54.75,73,10000,20.0
Uspenka,UA,690629,1648790379,48.3903,39.1619,100,overcast clouds,51.53,49.21,51.53,51.53,60,10000,17.72
Súchil,MX,3982768,1648790379,23.6333,-103.9167,94,overcast clouds,55.89,51.98,55.89,55.89,17,10000,7.2
Zhezkazgan,KZ,1516589,1648790380,47.8043,67.7144,0,clear sky,46.38,42.98,46.38,46.38,61,10000,6.71
Sakaiminato,JP,1853174,1648790380,35.55,133.2333,75,broken clouds,51.78,48.4,51.78,53.53,37,10000,14.97
Jinchang,CN,1805733,1648790380,38.4953,102.1739,2,clear sky,49.75,44.35,49.75,49.75,18,10000,14.85
Sehore,IN,1256913,1648790381,23.2,77.0833,0,clear sky,91.67,87.31,91.67,91.67,11,10000,9.24
Minot,US,5690532,1648789682,48.2325,-101.2963,0,clear sky,37.62,31.66,30.31,37.62,65,10000,8.05
Evanston,US,4891382,1648790258,42.0411,-87.6901,100,overcast clouds,32.83,24.04,31.24,34.32,88,9656,11.5
Ghanzi,BW,933759,1648790381,-21.5667,21.7833,1,clear sky,67.3,66.92,67.3,67.3,68,10000,7.05
Paamiut,GL,3421193,1648790382,61.994,-49.6678,60,broken clouds,25.86,21.27,25.86,25.86,85,10000,3.78
Mbanza-Ngungu,CD,2312888,1648790382,-5.25,14.8667,99,overcast clouds,67.35,68.25,67.35,67.35,95,10000,2.37
Bintulu,MY,1737486,1648790383,3.1667,113.0333,20,few clouds,88.21,100.8,88.21,88.21,70,10000,6.91
Yerofey Pavlovich,RU,2012938,1648790383,53.9667,121.9667,24,few clouds,37.58,33.35,37.58,37.58,43,10000,5.35
Duliāgaon,IN,1272259,1648790383,27.3667,95.3167,98,overcast clouds,73.27,73.26,73.27,73.27,63,10000,3.74
Stokmarknes,NO,3136690,1648790384,68.5646,14.9108,40,light snow,22.98,15.73,22.98,24.76,80,10000,5.75
Jaranwala,PK,1176106,1648790384,31.3333,73.4333,0,clear sky,95.94,90.93,95.94,95.94,5,10000,8.68
Werda,BW,932960,1648790384,-25.2667,23.2833,49,scattered clouds,70.05,69.39,70.05,70.05,56,10000,4.59
Yashkul',RU,468747,1648790385,46.1711,45.3435,90,overcast clouds,53.53,50.59,53.53,53.53,43,10000,13.56
Simao,CN,1794209,1648790385,22.7886,100.9748,20,few clouds,73.96,74.01,73.96,73.96,63,8783,4.94
Coro,VE,3645213,1648790386,11.4045,-69.6734,98,overcast clouds,76.23,77.5,76.23,76.23,84,10000,13.87
Bariloche,AR,7647007,1648790386,-41.1456,-71.3082,100,overcast clouds,51.06,48.6,51.06,51.06,58,10000,2.82
Bonaventure,CA,6943825,1648790386,48.0457,-65.4926,100,snow,34.34,29.21,34.34,34.38,93,274,5.75
Ngunguru,NZ,2186111,1648790387,-35.6167,174.5,100,overcast clouds,69.24,69.35,69.24,69.24,74,10000,3.65
