city,country,city_id,date,latitude,longitude,cloudiness,description,temperature,feels_like,temp_min,temp_max,humidity,visbility,windspeed
João Pessoa,BR,3397277,1648790195,-7.115,-34.8631,20,few clouds,75.43,77.09,75.43,75.43,94,10000,4.61
Avera,US,4231997,1648789834,33.194,-82.5271,31,scattered clouds,63.91,62.96,62.65,63.91,63,10000,10.98
Arrondissement de Saint-Denis,FR,2980915,1648790195,48.9167,2.3333,100,overcast clouds,35.26,24.37,32.99,36.16,85,10000,19.57
Poltavka,RU,1494500,1648790196,54.3663,71.7632,100,overcast clouds,32.88,28.72,32.88,32.88,100,466,4.36
Amalāpuram,IN,1278935,1648790196,16.5833,82.0167,69,broken clouds,93.02,100.13,93.02,93.02,49,10000,7.92
Awjilah,LY,88533,1648790196,29.1081,21.2869,100,overcast clouds,74.48,72.19,74.48,74.48,12,10000,14.29
Kachīry,KZ,1523662,1648790197,53.0675,76.1036,100,overcast clouds,35.13,29.1,35.13,35.13,88,10000,7.27
Ziarat,PK,1162094,1648790197,30.3823,67.7282,0,clear sky,63.75,60.01,63.75,63.75,4,10000,4.18
Aklavik,CA,5882953,1648790197,68.2191,-135.0107,51,broken clouds,-28.07,-39.33,-28.07,-28.07,100,10000,3.24
Fort Nelson,CA,5955902,1648790198,58.8053,-122.7002,75,broken clouds,17.19,4.59,17.19,17.19,67,10000,11.5
Arlington,US,4671240,1648790101,32.7357,-97.1081,0,clear sky,52.32,49.93,45.84,57.33,57,10000,3.44
Lebowakgomo,ZA,984087,1648790198,-24.2,29.5,0,clear sky,54.05,52.12,54.05,54.5,63,10000,3.53
Zamora,EC,3649959,1648790038,-4.0692,-78.9567,100,light rain,67.62,68.74,67.62,67.62,99,10000,1.16
Polunochnoye,RU,1494482,1648790199,60.8697,60.4153,5,clear sky,25.27,17.49,25.27,25.27,76,10000,6.87
Peebles,GB,2640526,1648790199,55.6519,-3.1888,23,few clouds,29.14,25.61,24.42,34.12,85,10000,3.33
Yazd,IR,111822,1648790200,31.8972,54.3675,0,clear sky,62.71,60.37,62.71,62.71,36,10000,4.61
Pangnirtung,CA,6096551,1648789820,66.1451,-65.7125,100,overcast clouds,17.1,10.98,17.1,17.1,86,10000,3.91
Conceição do Araguaia,BR,3401845,1648790200,-8.2578,-49.2647,80,broken clouds,71.47,72.88,71.47,71.47,97,10000,3.02
Baykit,RU,1510689,1648790201,61.67,96.37,100,light snow,24.89,20.66,24.89,24.89,91,258,3.4
Tapiramutá,BR,3446866,1648790204,-11.8472,-40.7914,7,clear sky,59.85,59.9,59.85,59.85,93,10000,1.05
Boyolangu,ID,1648082,1648790204,-8.1181,111.8935,14,few clouds,86.25,93.54,86.25,86.25,65,10000,5.1
Sehithwa,BW,933109,1648790205,-20.4667,22.7167,30,scattered clouds,69.17,68.7,69.17,69.17,62,10000,6.15
Kamaishi,JP,2112444,1648790205,39.2667,141.8833,100,overcast clouds,42.62,38.26,42.62,42.62,47,10000,7.05
Biak,ID,1637001,1648789797,-0.9131,122.8766,59,broken clouds,84.99,90.19,84.99,84.99,63,10000,0.81
Bhubaneswar,IN,1275817,1648790206,20.2333,85.8333,75,haze,86.22,98.82,86.22,86.22,79,4500,16.11
Norrtälje,SE,2688250,1648790206,59.758,18.705,45,scattered clouds,32.02,27.61,24.98,32.02,87,10000,4.47
Otradnyy,RU,513883,1648790206,53.376,51.3452,100,overcast clouds,36.32,29.14,36.32,36.32,100,34,9.89
San Luis,AR,3837056,1648790207,-33.295,-66.3356,0,clear sky,49.71,46.22,49.71,49.71,35,10000,8.5
Berdigestyakh,RU,2026861,1648790207,62.0989,126.6992,100,light snow,29.66,22.17,29.66,29.66,95,206,7.74
Cuamba,MZ,1047660,1648790208,-14.8031,36.5372,19,few clouds,68.49,69.55,68.49,68.49,96,10000,1.48
General Pico,AR,3855075,1648790208,-35.6566,-63.7568,0,clear sky,46.67,42.28,46.67,46.67,45,10000,9.04
Chernushka,RU,568608,1648790208,56.5072,56.0766,100,overcast clouds,29.17,20.62,29.17,29.17,92,2261,9.28
Markova,UA,701802,1648790209,48.6758,24.4138,100,overcast clouds,48.34,47.19,48.34,48.34,91,10000,3.69
Zhuhai,CN,1790437,1648790209,22.2769,113.5678,40,scattered clouds,69.66,69.98,68.86,71.38,78,10000,13.8
Izumo,JP,1861084,1648790210,35.3667,132.7667,40,scattered clouds,53.49,50.18,51.75,53.49,35,10000,17.27
Conway,US,4106458,1648790122,35.0887,-92.4421,100,overcast clouds,39.2,35.85,34.72,42.6,71,10000,4.61
Verkh-Usugli,RU,2013459,1648790210,52.7,115.1667,24,few clouds,38.07,30.99,38.07,38.07,43,10000,10.58
Jieshi,CN,1805857,1648790211,22.8134,115.8257,100,overcast clouds,63.59,63.18,63.59,63.59,75,10000,16.73
Moroto,UG,229112,1648790211,2.5345,34.6666,5,clear sky,73.15,72.52,73.15,73.15,50,10000,7.34
Nelson Bay,AU,2155562,1648790212,-32.7167,152.15,83,light rain,64.15,64.54,64.09,66.99,91,7478,27.6
Young,UY,3439525,1648790212,-32.6833,-57.6333,2,clear sky,46.17,43.5,46.17,46.17,73,10000,5.32
Kosh-Agach,RU,1502422,1648790212,50.0,88.6667,87,overcast clouds,25.84,25.84,25.84,25.84,35,10000,1.83
Mount Forest,CA,6080782,1648790213,43.9795,-80.7221,100,overcast clouds,31.6,25.09,29.97,31.73,80,4490,6.91
Tshikapa,CD,204953,1648790213,-6.4167,20.8,80,light rain,70.02,71.22,70.02,70.02,96,10000,1.45
Huarmey,PE,3939168,1648789763,-10.0681,-78.1522,100,overcast clouds,70.25,70.97,70.25,70.25,85,10000,7.92
Port Blair,IN,1259385,1648790214,11.6667,92.75,20,few clouds,87.84,99.77,87.84,87.84,70,6000,9.22
Puerto Escondido,MX,3520994,1648790214,15.85,-97.0667,47,scattered clouds,75.99,76.3,75.99,75.99,64,10000,4.41
Redmond,US,5808079,1648790169,47.674,-122.1215,82,broken clouds,45.77,44.76,42.33,49.19,78,10000,3.13
Beringovskiy,RU,2126710,1648790215,63.05,179.3167,100,snow,26.35,13.75,26.35,26.35,96,142,21.85
Måløy,NO,3146487,1648790215,61.9353,5.1136,43,scattered clouds,29.93,21.33,29.93,29.93,68,10000,9.69
Korsør,DK,2618361,1648790215,55.3299,11.1386,100,overcast clouds,30.97,20.34,30.97,30.97,66,10000,14.85
Varhaug,NO,3132644,1648790216,58.6147,5.6457,8,clear sky,29.62,25.23,24.35,32.85,45,10000,4.09
Batagay-Alyta,RU,2027042,1648790216,67.8006,130.4114,48,scattered clouds,8.55,-0.54,8.55,8.55,72,10000,5.06
Santa Helena de Goiás,BR,3450206,1648789949,-17.8136,-50.5969,26,scattered clouds,69.76,70.29,69.76,69.76,82,10000,5.99
Rawson,AR,3839307,1648790217,-43.3002,-65.1023,100,overcast clouds,60.35,58.48,60.35,60.35,51,10000,5.5
Lethem,GY,3379316,1648790217,3.3803,-59.7968,47,scattered clouds,77.18,77.47,77.18,77.18,61,10000,10.29
Ugoofaaru,MV,1337619,1648790218,5.6667,73.0,15,few clouds,83.48,89.67,83.48,83.48,71,10000,4.27
Fernie,CA,5952370,1648790218,49.5,-115.0687,25,scattered clouds,39.4,39.4,39.29,39.4,88,10000,1.19
Basi,IN,1276767,1648790218,26.8333,76.0333,0,clear sky,93.54,88.92,93.54,93.54,9,10000,1.43
Bandundu Province,CD,2317397,1648790219,-3.3167,17.3667,89,overcast clouds,72.37,73.63,72.37,72.37,92,10000,3.0
Emerald,AU,2167426,1648790219,-23.5333,148.1667,5,clear sky,91.35,89.29,91.35,91.35,29,10000,3.65
Mareeba,AU,2158767,1648790219,-17.0,145.4333,2,clear sky,92.44,93.67,81.32,92.66,38,10000,2.44
Kutum,SD,371745,1648790220,14.2,24.6667,0,clear sky,68.94,66.04,68.94,68.94,11,10000,6.15
Impfondo,CG,2259655,1648790220,1.6381,18.0667,31,scattered clouds,72.93,73.49,72.93,72.93,76,10000,2.82
Hualmay,PE,3939761,1648790221,-11.0964,-77.6139,98,overcast clouds,68.47,69.15,68.47,68.47,88,10000,7.54
Krasnofarfornyy,RU,542400,1648790221,59.1364,31.8502,23,few clouds,24.04,24.04,24.04,24.04,84,10000,2.26
Pudozh,RU,504269,1648790221,61.8099,36.5345,66,broken clouds,13.32,13.32,13.32,13.32,93,10000,1.1
Shiyan,CN,1794903,1648790222,32.6475,110.7781,100,moderate rain,65.41,63.39,65.41,65.41,37,10000,5.5
Antalaha,MG,1071296,1648790223,-14.9003,50.2788,90,light rain,76.33,77.58,76.33,76.33,83,10000,7.92
Jalingo,NG,2336589,1648790223,8.8833,11.3667,90,overcast clouds,74.95,72.81,74.95,74.95,14,10000,3.53
Kampot,KH,1831112,1648789752,10.6167,104.1833,85,overcast clouds,86.05,93.11,86.05,86.05,65,10000,4.88
La Rioja,ES,3336897,1648790223,42.25,-2.5,98,light snow,29.98,20.17,29.98,29.98,90,7596,12.17
Dunedin,NZ,2191562,1648790224,-45.8742,170.5036,83,broken clouds,53.8,51.69,53.8,53.8,60,10000,8.01
Kodīnar,IN,1266397,1648790224,20.7903,70.7031,2,clear sky,86.99,86.4,86.99,86.99,39,10000,4.12
Da Lat,VN,1584071,1648790228,11.9465,108.4419,96,overcast clouds,72.18,72.19,72.18,72.18,66,10000,6.11
Broome,US,5110365,1648790228,42.2506,-75.833,100,overcast clouds,44.71,39.79,41.77,48.2,76,10000,9.22
Neepawa,CA,6086673,1648790228,50.2289,-99.4664,99,overcast clouds,30.6,23.83,30.6,30.6,85,10000,6.98
Pochutla,MX,3517970,1648790229,15.7432,-96.4661,76,broken clouds,73.81,73.81,73.81,73.81,62,10000,3.33
Srīmushnam,IN,1255640,1648790229,11.4,79.4167,64,broken clouds,92.26,96.48,92.26,92.26,45,10000,9.86
Gympie,AU,2164129,1648790230,-26.1898,152.665,42,scattered clouds,75.18,74.89,75.18,75.18,53,10000,4.99
Fonte Boa,BR,6319315,1648790230,-2.4959,-66.2662,92,overcast clouds,72.73,74.32,72.73,72.73,98,10000,1.95
San Buenaventura,MX,3987500,1648790231,27.0833,-101.5333,59,broken clouds,66.99,64.76,66.99,66.99,29,10000,6.29
Kamenka,RU,553766,1648790231,51.3223,42.7678,100,light rain,45.66,40.28,45.66,45.66,82,10000,11.07
Saint-Pierre,RE,935214,1648790231,-21.3393,55.4781,0,clear sky,80.35,83.25,74.17,81.28,68,10000,27.63
Guangming,CN,2034497,1648790232,45.3333,122.7833,37,scattered clouds,48.97,45.73,48.97,48.97,15,10000,7.49
Pagudpud,PH,1696482,1648790232,18.5616,120.7868,23,few clouds,85.5,92.28,85.5,85.5,66,10000,19.53
Amapá,BR,3407762,1648789756,1.0,-52.0,100,overcast clouds,70.52,71.98,70.52,70.52,100,10000,1.5
Haifa,IL,294801,1648790233,32.8156,34.9892,0,clear sky,63.54,61.29,63.54,63.54,36,10000,4.61
Tura,IN,1254046,1648790233,25.5198,90.2201,46,scattered clouds,84.24,86.36,84.24,84.24,54,10000,5.21
Tevaitoa,PF,4033375,1648790233,-16.7833,-151.5,28,scattered clouds,82.22,86.63,82.22,82.22,69,10000,12.93
Pasni,PK,1168312,1648790234,25.2631,63.471,0,clear sky,84.49,82.2,84.49,84.49,28,10000,9.24
Bentiu,SS,377472,1648790234,9.2333,29.8333,3,clear sky,85.78,82.65,85.78,85.78,20,10000,1.07
Turukhansk,RU,1488903,1648790235,65.8167,87.9833,100,overcast clouds,18.32,5.72,18.32,18.32,85,5319,17.87
Sobolevo,RU,525426,1648790235,54.4299,31.8996,100,overcast clouds,28.9,18.63,28.9,28.9,95,3462,12.57
Henties Bay,NA,3356832,1648790235,-22.116,14.2845,0,clear sky,61.48,61.52,61.48,61.48,89,10000,7.36
Kumul,CN,1529484,1648790236,42.8,93.45,0,clear sky,55.99,51.91,55.99,55.99,13,10000,2.62
San Borja,BO,3905792,1648790236,-14.8167,-66.85,100,overcast clouds,58.96,58.51,58.96,58.96,84,10000,5.3
Eséka,CM,2231881,1648790237,3.65,10.7667,100,overcast clouds,75.4,77.2,75.4,75.4,97,10000,0.83
Graham,US,5795906,1648790237,47.0529,-122.2943,100,overcast clouds,44.56,38.75,40.62,47.37,79,10000,11.5
Praia,CV,3374333,1648790237,14.9215,-23.5087,0,clear sky,68.54,68.72,68.54,68.54,77,10000,11.5
Santa Cruz de la Sierra,BO,3904906,1648790238,-17.8,-63.1667,75,broken clouds,62.06,59.94,62.06,62.06,42,10000,20.71
Contamana,PE,3697838,1648790238,-7.3333,-75.0167,100,overcast clouds,72.9,74.21,72.9,72.9,92,10000,2.62
Yeppoon,AU,2142316,1648790238,-23.1333,150.7333,22,few clouds,83.98,88.32,83.98,83.98,63,10000,11.83
San Vicente,AR,3428068,1648790046,-26.6167,-54.1333,66,broken clouds,48.92,46.98,48.92,48.92,68,10000,4.97
Panji,ID,1632566,1648790239,-7.7253,114.0995,16,few clouds,86.58,95.13,86.58,86.58,67,10000,5.14
Skovorodino,RU,2016443,1648790239,53.9833,123.9167,18,few clouds,38.44,34.03,38.44,38.44,42,10000,5.82
La Plaine,DM,3575755,1648790240,15.3333,-61.25,97,overcast clouds,75.78,76.68,75.78,75.78,77,10000,20.15
Iskateley,RU,866062,1648790240,67.6803,53.1512,89,overcast clouds,12.9,1.29,12.9,12.9,93,10000,8.37
Kirakira,SB,2178753,1648790241,-10.4544,161.9205,100,light rain,80.8,86.72,80.8,80.8,84,10000,7.81
La Cruz,MX,4002745,1648790241,23.9167,-106.9,75,broken clouds,64.85,64.27,64.85,64.85,69,10000,2.17
Birobidzhan,RU,2026643,1648790241,48.8,132.95,13,few clouds,35.11,32.52,35.11,35.11,77,10000,3.24
Caluquembe,AO,3351024,1648790242,-13.7833,14.6833,100,light rain,59.18,59.31,59.18,59.18,96,10000,2.51
Tautira,PF,4033557,1648790242,-17.7333,-149.15,36,scattered clouds,81.72,86.97,81.72,81.72,75,10000,12.88
Alta Floresta,BR,6316343,1648790243,-9.8756,-56.0861,100,overcast clouds,70.79,72.23,70.79,70.79,99,10000,2.13
Port Hedland,AU,2063042,1648790243,-20.3167,118.5667,24,few clouds,95.05,98.04,95.05,95.05,38,10000,11.5
Alekseyevskaya,RU,582816,1648790244,50.2896,42.1845,100,overcast clouds,49.8,44.55,49.8,49.8,73,10000,14.34
Broken Hill,AU,2173911,1648790244,-31.95,141.4333,4,clear sky,71.56,69.98,71.56,71.56,33,10000,16.17
São Filipe,CV,3374210,1648790245,14.8961,-24.4956,60,broken clouds,70.5,70.74,70.5,70.5,74,10000,8.61
Hobyo,SO,57000,1648790245,5.3505,48.5268,34,scattered clouds,83.44,88.45,83.44,83.44,67,10000,14.32
Iracoubo,GF,3381428,1648790246,5.4802,-53.2011,98,overcast clouds,76.6,77.86,76.6,76.6,83,10000,8.19
Ca Mau,VN,1586443,1648790246,9.1769,105.15,80,broken clouds,88.52,96.28,88.52,88.52,60,6045,6.15
Mackay,AU,2159220,1648790247,-21.15,149.2,1,clear sky,83.68,87.51,83.68,83.68,62,10000,12.71
Dunhua,CN,2037534,1648790247,43.3725,128.2425,3,clear sky,42.51,35.64,42.51,42.51,24,10000,13.11
Acapulco de Juárez,MX,3533462,1648789648,16.8634,-99.8901,40,scattered clouds,75.02,75.88,75.02,75.02,78,8047,0.0
Sembakung,ID,1627877,1648790248,3.8167,117.25,84,broken clouds,85.89,98.49,85.89,85.89,79,10000,3.31
Tooele,US,5783695,1648790248,40.5308,-112.2983,0,clear sky,36.77,31.3,34.72,41.65,87,10000,6.91
Nioro,GM,2412408,1648790248,13.35,-15.75,32,scattered clouds,74.16,72.91,74.16,74.16,35,10000,4.61
Clovis,US,5338122,1648790249,36.8252,-119.7029,100,overcast clouds,59.49,58.6,53.2,64.29,74,10000,0.0
Sungai Raya,ID,1625908,1648790249,0.7,108.9,11,few clouds,90.12,97.25,90.12,90.12,55,10000,6.15
Tezu,IN,1254709,1648790250,27.9167,96.1667,99,overcast clouds,76.05,76.59,76.05,76.05,69,10000,3.22
Payakumbuh,ID,1631905,1648790253,-0.2202,100.6308,22,few clouds,92.86,92.79,92.86,92.86,34,10000,1.63
Kyaikkami,MM,1317402,1648790253,16.08,97.5675,32,scattered clouds,86.41,93.88,86.41,86.41,65,10000,4.07
Urusha,RU,2014078,1648790254,54.05,122.9,25,scattered clouds,37.98,33.82,37.98,37.98,40,10000,5.35
Capreol,CA,5959803,1648790254,46.706,-80.9225,100,overcast clouds,26.31,15.87,25.92,27.55,84,10000,11.5
Cervo,ES,3125287,1648790254,43.6702,-7.4101,99,overcast clouds,45.82,40.06,45.82,45.82,64,10000,12.35
Clearwater,US,4151316,1648789778,27.9659,-82.8001,100,overcast clouds,74.17,75.24,67.91,77.07,84,10000,14.97
Sayyan,YE,70979,1648790255,15.1718,44.3244,0,clear sky,57.09,53.4,57.09,57.09,19,10000,5.95
Goderich,CA,5962442,1648790255,43.7501,-81.7165,100,overcast clouds,34.11,27.37,32.92,34.92,80,10000,8.05
Lublin Voivodeship,PL,858785,1648790256,51.0,23.0,100,snow,31.5,20.23,30.38,31.59,98,160,17.07
Namatanai,PG,2090021,1648790256,-3.6667,152.4333,98,overcast clouds,84.45,92.17,84.45,84.45,72,10000,14.16
Shalakusha,RU,495983,1648790256,62.2247,40.2539,95,overcast clouds,10.72,10.72,10.72,10.72,96,7995,2.17
Jaciara,BR,3460355,1648790257,-15.9653,-54.9683,100,overcast clouds,62.55,62.73,62.55,62.55,90,10000,5.14
Suicheng,CN,1793899,1648790257,33.8963,117.9331,100,overcast clouds,55.56,52.27,55.56,55.56,31,10000,6.6
Prince Rupert,CA,6113406,1648790258,54.3161,-130.3201,100,light rain,42.89,33.64,42.49,42.89,75,10000,23.02
Zhongshu,CN,1784310,1648790258,24.5167,103.7667,100,overcast clouds,44.53,41.32,44.53,44.53,89,10000,5.73
Camacha,PT,2270385,1648790258,33.0833,-16.3333,75,broken clouds,56.62,56.12,56.62,56.62,88,10000,2.3
Moche,PE,3694725,1648790259,-8.1711,-79.0092,40,mist,66.38,66.85,66.38,66.38,88,4200,5.75
Bandarbeyla,SO,64814,1648790259,9.4942,50.8122,7,clear sky,81.59,86.29,81.59,81.59,73,10000,8.52
Muddebihāl,IN,1262669,1648790260,16.3333,76.1333,8,clear sky,95.07,90.32,95.07,95.07,11,10000,13.78
Buraidah,SA,107304,1648790260,26.326,43.975,9,clear sky,70.25,67.64,70.25,70.25,14,10000,11.21
Marawi,PH,1701054,1648790260,7.9986,124.2928,95,overcast clouds,77.41,78.66,77.41,77.41,81,7632,4.81
Khomutovka,RU,549617,1648790261,51.9207,34.5619,100,overcast clouds,38.64,31.62,38.64,38.64,98,215,10.78
Marsh Harbour,BS,3571913,1648790261,26.5412,-77.0636,21,few clouds,75.61,76.73,75.61,75.61,82,10000,18.3
Salym,RU,1493162,1648790261,60.0625,71.4789,73,broken clouds,24.01,15.73,24.01,24.01,82,10000,7.18
Qui Nhon,VN,1568574,1648790171,13.7667,109.2333,98,overcast clouds,80.04,84.6,80.04,80.04,82,10000,6.78
Keetmanshoop,NA,3356264,1648790262,-26.5833,18.1333,0,clear sky,59.92,58.77,59.92,59.92,67,10000,2.3
Lumeje,AO,876123,1648790262,-11.55,20.7833,91,overcast clouds,63.77,64.51,63.77,63.77,99,10000,4.36
Oranjestad,AW,3577154,1648790263,12.524,-70.027,20,few clouds,80.55,84.45,80.55,80.55,74,10000,18.41
Argayash,RU,1511428,1648790263,55.4888,60.8767,100,snow,28.09,21.02,27.7,28.09,97,845,6.69
Gibara,CU,3558315,1648790264,21.1097,-76.1317,16,few clouds,76.32,77.54,76.32,76.32,83,10000,14.74
Novikovo,RU,487928,1648790264,51.1537,37.8879,100,overcast clouds,45.7,40.35,45.7,45.7,90,10000,10.96
Brigantine,US,4500920,1648790264,39.4101,-74.3646,75,mist,55.08,54.84,50.02,61.2,97,9656,14.97
Pontianak,ID,1630789,1648790178,-0.0333,109.3333,75,broken clouds,90.99,103.35,90.99,91.38,62,10000,4.61
Glendive,US,5654391,1648790265,47.1053,-104.7125,40,scattered clouds,29.82,22.15,29.82,40.17,69,10000,8.05
Loudi,CN,1802238,1648790266,27.7344,111.9944,100,overcast clouds,54.45,53.2,54.45,54.45,77,10000,9.33
Croy,CH,2658182,1648790266,46.6946,6.4772,100,overcast clouds,36.93,31.42,32.85,41.13,94,2775,7.02
Najrān,SA,103630,1648790266,17.4924,44.1277,0,clear sky,65.05,61.92,65.05,65.05,14,10000,4.63
Lanxi,CN,1804442,1648790267,29.2195,119.477,100,light rain,48.0,48.0,48.0,48.0,75,10000,2.8
Innisfail,AU,2162683,1648790267,-17.5333,146.0333,1,clear sky,83.26,85.01,83.26,83.26,54,10000,6.73
Luján,AR,3430988,1648790268,-34.5703,-59.105,0,clear sky,43.63,43.63,42.03,50.95,92,10000,1.01
Verāval,IN,1253237,1648790268,20.9,70.3667,0,clear sky,84.02,85.15,84.02,84.02,50,10000,4.7
Ishigaki,JP,1861416,1648790268,24.3448,124.1572,75,broken clouds,64.53,64.81,64.53,64.53,88,10000,18.41
Mingoyo,TZ,877925,1648790269,-10.1,39.6333,96,overcast clouds,76.14,77.86,76.14,76.14,94,10000,2.75
Moindou,NC,2140466,1648790269,-21.6924,165.677,62,broken clouds,82.99,89.78,82.99,82.99,75,10000,5.79
Abashiri,JP,2130741,1648790270,44.0213,144.2697,75,broken clouds,35.89,29.55,35.89,35.89,64,10000,8.05
Dzilam González,MX,3529654,1648790270,21.2833,-88.9333,22,few clouds,78.13,79.07,78.13,78.13,73,10000,7.34
Kavieng,PG,2094342,1648790270,-2.5744,150.7967,83,broken clouds,83.98,90.77,83.98,83.98,71,10000,13.62
Colac,AU,2171069,1648790271,-38.3333,143.5833,14,few clouds,58.89,56.79,57.07,62.17,49,10000,14.32
Maragogi,BR,3395458,1648790271,-9.0122,-35.2225,100,overcast clouds,76.73,77.81,76.73,76.73,79,10000,1.79
Bagdarin,RU,2027244,1648790272,54.4333,113.6,100,overcast clouds,34.11,26.85,34.11,34.11,55,10000,8.99
Dawei,MM,1293625,1648790272,14.0833,98.2,85,overcast clouds,94.37,100.6,94.37,94.37,45,10000,1.81
Beloha,MG,1067565,1648790272,-25.1667,45.05,0,clear sky,74.48,74.82,74.48,74.48,68,10000,9.64
Tocopilla,CL,3869716,1648790273,-22.092,-70.1979,5,clear sky,65.19,64.94,65.19,65.19,75,10000,1.39
Sangar,RU,2017215,1648790273,63.9242,127.4739,97,overcast clouds,17.85,5.25,17.85,17.85,86,2534,13.13
Praia da Vitória,PT,3372760,1648790273,38.7333,-27.0667,75,broken clouds,61.05,61.0,61.05,61.75,88,10000,17.6
Valparaíso,CL,3868626,1648790277,-33.0393,-71.6273,0,clear sky,59.47,57.88,53.24,59.47,59,10000,3.44
Mananara,MG,1061412,1648790277,-16.1667,49.7667,100,heavy intensity rain,71.65,73.08,71.65,71.65,97,7499,4.32
Rocha,UY,3440777,1648790278,-34.4833,-54.3333,97,overcast clouds,55.49,53.89,55.49,55.49,67,10000,1.34
Gravelbourg,CA,5965462,1648790278,49.8834,-106.5512,98,overcast clouds,28.67,17.26,28.67,28.67,47,10000,15.19
Itaqui,BR,3460629,1648790278,-29.1253,-56.5531,0,clear sky,49.17,45.82,49.17,49.17,69,10000,7.85
Pingzhuang,CN,2035453,1648790279,42.0372,119.2889,4,clear sky,47.1,45.28,47.1,47.1,13,10000,4.32
Gushikawa,JP,1863495,1648790279,26.3544,127.8686,100,overcast clouds,69.19,68.9,68.63,72.63,66,10000,17.27
Mahibadhoo,MV,1337605,1648790279,3.7833,72.9667,2,clear sky,83.05,88.48,83.05,83.05,70,10000,4.88
Lakeway,US,4705041,1648790280,30.3638,-97.9796,0,clear sky,56.91,54.93,50.02,60.85,56,10000,5.75
Bayjī,IQ,97783,1648790280,34.9311,43.487,9,clear sky,71.85,69.96,71.85,71.85,26,10000,6.2
Badou,TG,2367660,1648790281,7.5833,0.6,68,broken clouds,73.78,75.09,73.78,73.78,90,10000,0.83
Santarém,BR,3389353,1648790281,-2.4431,-54.7083,40,light rain,75.33,77.25,75.33,75.33,100,10000,1.14
Arenápolis,BR,3471551,1648790282,-14.4503,-56.8461,100,overcast clouds,60.62,60.66,60.62,60.62,91,10000,4.92
Griffith,US,4920986,1648790060,41.5284,-87.4237,100,overcast clouds,33.8,27.72,32.95,35.53,89,8047,6.91
Villarrica,PY,3436714,1648790282,-25.75,-56.4333,67,broken clouds,56.05,54.09,56.05,56.05,58,10000,7.14
Sydney,AU,2147714,1648790261,-33.8679,151.2073,75,light rain,64.27,63.88,63.23,65.77,74,10000,32.21
Vila do Maio,CV,3374120,1648790171,15.1333,-23.2167,26,scattered clouds,68.79,69.31,68.79,68.79,84,10000,15.17
Rio Grande,BR,3451138,1648789611,-32.035,-52.0986,94,overcast clouds,51.94,49.98,51.94,51.94,67,10000,8.25
Seminole,US,4172445,1648790283,28.7086,-81.2081,100,thunderstorm with heavy rain,68.38,69.39,66.33,71.96,95,2012,3.44
Lakatoro,VU,2136697,1648790284,-16.0999,167.4164,99,overcast clouds,83.84,91.78,83.84,83.84,75,10000,1.92
Burhaniye,TR,320369,1648790284,39.5004,26.9727,40,scattered clouds,53.51,51.66,53.51,53.51,66,10000,5.75
Castleisland,IE,2965604,1648790284,52.2333,-9.4667,10,clear sky,32.31,32.31,32.31,32.31,86,10000,2.93
Nynäshamn,SE,2687636,1648790285,58.9034,17.9479,34,scattered clouds,27.1,22.21,27.1,27.1,62,10000,4.18
Fes,MA,2548885,1648790285,34.0372,-4.9998,75,broken clouds,52.05,51.04,52.05,52.05,87,10000,11.5
Río Gallegos,AR,3838859,1648790285,-51.6226,-69.2181,0,clear sky,44.65,40.78,44.65,44.65,70,10000,6.91
Kankan,GN,2419992,1648790286,10.3854,-9.3057,66,broken clouds,81.97,83.35,81.97,81.97,54,10000,7.74
Anáhuac,MX,4013726,1648790286,27.2333,-100.15,98,overcast clouds,66.69,66.25,66.69,66.69,68,10000,15.64
Sabha,LY,2212775,1648790287,27.0377,14.4283,100,overcast clouds,68.68,66.29,68.68,68.68,22,10000,12.44
Nālūt,LY,2214432,1648790287,30.3333,10.85,25,scattered clouds,56.86,53.56,56.86,56.86,28,10000,7.47
Scottsbluff,US,5699404,1648790287,41.8666,-103.6672,75,broken clouds,43.99,37.29,43.03,51.12,49,10000,13.8
Kuusamo,FI,649924,1648790288,65.9667,29.1833,75,broken clouds,6.84,6.84,6.84,6.84,85,10000,1.14
Siguiri,GN,2415702,1648790288,11.6667,-9.5,98,overcast clouds,86.09,84.43,86.09,86.09,34,10000,4.41
Puerto Ayacucho,VE,3629710,1648790289,5.6639,-67.6236,76,broken clouds,78.22,79.09,78.22,78.22,71,10000,3.6
Manyana,BW,933416,1648790289,-23.4,21.7167,19,few clouds,67.42,67.35,67.42,67.42,74,10000,5.99
Lengshuitan,CN,1804162,1648790289,26.4111,111.5956,100,overcast clouds,53.13,52.09,53.13,53.13,84,10000,11.14
Gamba,GA,2400547,1648790290,-2.65,10.0,100,light rain,75.54,77.27,75.54,75.54,95,10000,10.11
Port Moresby,PG,2088122,1648790290,-9.4431,147.1797,98,heavy intensity rain,75.06,76.73,75.06,75.06,95,3824,9.13
Jiazi,CN,1805935,1648790291,22.8779,116.067,100,overcast clouds,63.48,62.96,63.48,63.48,73,10000,18.28
Smidovich,RU,2016412,1648790291,48.6,133.8167,6,clear sky,32.32,25.43,32.32,32.32,70,10000,7.7
Koungheul,SN,2249554,1648790291,13.9833,-14.8,72,broken clouds,79.21,79.21,79.21,79.21,24,10000,4.74
São José da Coroa Grande,BR,3388456,1648790292,-8.8978,-35.1478,100,overcast clouds,77.41,78.57,77.41,77.41,79,10000,1.1
